|DP|DPNOM|DPMP|MPIO|AÑO|ÁREA GEOGRÁFICA|Total population_x|AUX_LOC|TONELADAS DE RESIDUOS|TONELADAS APROVECHADAS|Tasa_de_aprovechamiento|Total population_y|Id Empresa|Empresa|Nombre del departamento|Nombre del municipio|Nombre sitio disposición final|NUSD|Fecha inicio operaciones|Tipo disposición final|Longitud|Latitud|Propietario predio del SDF|Entidad otorgó autorización|Tipo autorización ambiental|No. Res. de la autorización|Fecha Res. de la Autorización|Fecha terminación vigencia Res|Fecha terminación vida útil|fecha hoy|años_vida|Capacidad de diseño|Entidad otorgó permiso vertimi|No.Res. permiso vertimiento|Fecha Res. permiso vertimiento|Fecha term permiso vertimiento|Fecha aplicación metodología|Fecha de certificación
261|||||2021|||HUILA-GIGANTE|||0.0||22541|EMPRESAS DEL PUEBLO Y PARA EL PUEBLO DE GIGANTE - EMPUGIGANTE S.A. E.S.P.|HUILA|GIGANTE|RELLENO SANITARIO LOS ANGELES GIGANTE |58141306|2009-04-13|Relleno sanitario|-752347490|29985540.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"39|CORPORACIÓN AUTÓNOMA REGIONAL DEL ALTO MAGDALENA - CAM"|Licencia ambiental|2931|2006-12-26|2016-12-26|2016-12-26|2022-06-25|0.0|0.0|"39|CORPORACIÓN AUTÓNOMA REGIONAL DEL ALTO MAGDALENA - CAM"|2931|2006-12-26|2016-12-26|2016-01-04|2016-07-02
262|||||2021|||HUILA-YAGUARA|||0.0||22432|EMPRESAS PUBLICAS DE YAGUARA S.A. E.S.P.|HUILA|YAGUARA|RELLENO SANITARIO LOS ANGELES YAGUARA|368141885|2006-12-26|Relleno sanitario|-751354220|25946000.0|"29|MUNICIPIO"|"39|CORPORACIÓN AUTÓNOMA REGIONAL DEL ALTO MAGDALENA - CAM"|Licencia ambiental|2931|2006-12-26|2016-12-25|2050-12-30|2022-06-25|28.0|3153854.0|"39|CORPORACIÓN AUTÓNOMA REGIONAL DEL ALTO MAGDALENA - CAM"|2931|2006-12-26|2016-12-25|2016-01-01|2016-12-13
263|20.0|CESAR|20001.0|VALLEDUPAR|2021|Cabecera Municipal|477.763|CESAR-VALLEDUPAR|155237.646|3114.5800000000004|0.019668684670084778|6529608.0|2256|EMPRESA DE SERVICIOS  DE ASEO DE VALLEDUPAR S.A.S. E.S.P. ASEOUPAR S.A.S. E.S.P.|CESAR|VALLEDUPAR|LOS CORAZONES|812020001|1999-12-01|Relleno sanitario|-732434040|105463550.0|"28|EMPRESA OPERADORA"|"57|CORPORACIÓN AUTÓNOMA REGIONAL DEL CESAR ¿ CORPOCESAR"|Licencia ambiental|916|2013-06-28|2028-04-27|2028-04-27|2022-06-25|5.0|2777365.83|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2018-01-10
264|20.0|CESAR|20001.0|VALLEDUPAR|2021|Centros Poblados y Rural Disperso|66.371|CESAR-VALLEDUPAR|155237.646|3114.5800000000004|0.019668684670084778|6529608.0|2256|EMPRESA DE SERVICIOS  DE ASEO DE VALLEDUPAR S.A.S. E.S.P. ASEOUPAR S.A.S. E.S.P.|CESAR|VALLEDUPAR|LOS CORAZONES|812020001|1999-12-01|Relleno sanitario|-732434040|105463550.0|"28|EMPRESA OPERADORA"|"57|CORPORACIÓN AUTÓNOMA REGIONAL DEL CESAR ¿ CORPOCESAR"|Licencia ambiental|916|2013-06-28|2028-04-27|2028-04-27|2022-06-25|5.0|2777365.83|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2018-01-10
265|20.0|CESAR|20001.0|VALLEDUPAR|2021|Total|544.134|CESAR-VALLEDUPAR|155237.646|3114.5800000000004|0.019668684670084778|6529608.0|2256|EMPRESA DE SERVICIOS  DE ASEO DE VALLEDUPAR S.A.S. E.S.P. ASEOUPAR S.A.S. E.S.P.|CESAR|VALLEDUPAR|LOS CORAZONES|812020001|1999-12-01|Relleno sanitario|-732434040|105463550.0|"28|EMPRESA OPERADORA"|"57|CORPORACIÓN AUTÓNOMA REGIONAL DEL CESAR ¿ CORPOCESAR"|Licencia ambiental|916|2013-06-28|2028-04-27|2028-04-27|2022-06-25|5.0|2777365.83|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2018-01-10
266|5.0|ANTIOQUIA|5101.0|CIUDAD BOLIVAR|2021|Cabecera Municipal|16.806|ANTIOQUIA-CIUDAD BOLIVAR|4329.960000000001|0.0|0.0|320652.0|2377|EMPRESA PRESTADORA DEL SERVICIO PUBLICO DE ASEO CIUDAD BOLIVAR|ANTIOQUIA|CIUDAD BOLIVAR|CIUDADBOLIVAR|14105101|2001-05-10|Relleno sanitario|-760200000|58000000.0|"29|MUNICIPIO"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|CI 740|2000-09-14|2002-09-14|2020-09-14|2022-06-25|0.0|42482.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2016-06-10
267|5.0|ANTIOQUIA|5101.0|CIUDAD BOLIVAR|2021|Centros Poblados y Rural Disperso|9.915|ANTIOQUIA-CIUDAD BOLIVAR|4329.960000000001|0.0|0.0|320652.0|2377|EMPRESA PRESTADORA DEL SERVICIO PUBLICO DE ASEO CIUDAD BOLIVAR|ANTIOQUIA|CIUDAD BOLIVAR|CIUDADBOLIVAR|14105101|2001-05-10|Relleno sanitario|-760200000|58000000.0|"29|MUNICIPIO"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|CI 740|2000-09-14|2002-09-14|2020-09-14|2022-06-25|0.0|42482.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2016-06-10
268|5.0|ANTIOQUIA|5101.0|CIUDAD BOLIVAR|2021|Total|26.721|ANTIOQUIA-CIUDAD BOLIVAR|4329.960000000001|0.0|0.0|320652.0|2377|EMPRESA PRESTADORA DEL SERVICIO PUBLICO DE ASEO CIUDAD BOLIVAR|ANTIOQUIA|CIUDAD BOLIVAR|CIUDADBOLIVAR|14105101|2001-05-10|Relleno sanitario|-760200000|58000000.0|"29|MUNICIPIO"|"53|CORPORACIÓN AUTÓNOMA REGIONAL DEL CENTRO DE ANTIOQUIA -  CORANTIOQUIA"|Licencia ambiental|CI 740|2000-09-14|2002-09-14|2020-09-14|2022-06-25|0.0|42482.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2016-06-10
269|76.0|VALLE DEL CAUCA|76122.0|CAICEDONIA|2021|Cabecera Municipal|23.777|VALLE DEL CAUCA-CAICEDONIA|5554.32|142.86999999999998|0.025077274937293646|344088.0|2403|EMPRESAS PUBLICAS DE CAICEDONIA E.S.P.|VALLE DEL CAUCA|CAICEDONIA|EL JAZMIN|382576122|1994-12-14|celda de contingencia|-754952000|42012000.0|"29|MUNICIPIO"|"69|CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA ¿ CVC"|otro tipo de acto administrativo|0731-11956-03-2015|2015-03-08|2017-08-30|2019-05-10|2022-06-25|0.0|3500.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"|||2019-05-10|2016-04-01|2019-08-08
270|76.0|VALLE DEL CAUCA|76122.0|CAICEDONIA|2021|Centros Poblados y Rural Disperso|4.897|VALLE DEL CAUCA-CAICEDONIA|5554.32|142.86999999999998|0.025077274937293646|344088.0|2403|EMPRESAS PUBLICAS DE CAICEDONIA E.S.P.|VALLE DEL CAUCA|CAICEDONIA|EL JAZMIN|382576122|1994-12-14|celda de contingencia|-754952000|42012000.0|"29|MUNICIPIO"|"69|CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA ¿ CVC"|otro tipo de acto administrativo|0731-11956-03-2015|2015-03-08|2017-08-30|2019-05-10|2022-06-25|0.0|3500.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"|||2019-05-10|2016-04-01|2019-08-08
271|76.0|VALLE DEL CAUCA|76122.0|CAICEDONIA|2021|Total|28.674|VALLE DEL CAUCA-CAICEDONIA|5554.32|142.86999999999998|0.025077274937293646|344088.0|2403|EMPRESAS PUBLICAS DE CAICEDONIA E.S.P.|VALLE DEL CAUCA|CAICEDONIA|EL JAZMIN|382576122|1994-12-14|celda de contingencia|-754952000|42012000.0|"29|MUNICIPIO"|"69|CORPORACIÓN AUTÓNOMA REGIONAL DEL VALLE DEL CAUCA ¿ CVC"|otro tipo de acto administrativo|0731-11956-03-2015|2015-03-08|2017-08-30|2019-05-10|2022-06-25|0.0|3500.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"|||2019-05-10|2016-04-01|2019-08-08
272|||||2021|||MAGDALENA-CIENAGA|||0.0||2989|OPERADORES DE SERVICIOS DE LA SIERRA S.A.S. E.S.P.|MAGDALENA|CIENAGA|LA MARIA|2436747189|2006-08-03|Relleno sanitario|-742064176|109924081.0|"29|MUNICIPIO"|"44|CORPORACIÓN AUTÓNOMA REGIONAL DEL MAGDALENA - CORPOMAG"|Licencia ambiental|1327|2006-08-03|2030-08-03|2030-08-03|2022-06-25|8.0|679000.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2018-01-01|2021-09-17
273|||||2021|||MAGDALENA-SALAMINA|||0.0||21819|ADMINISTRACION PUBLICA COOPERATIVA EMPRESA DE SERVICIOS PUBLICOS DEL RIO E.S.P.|MAGDALENA|SALAMINA|RELLENO SANITARIO CIENAGA GRANDE DE SANTAMARTA|1106547675|2009-11-01|Relleno sanitario|-747840333|104853333.0|"29|MUNICIPIO"|"44|CORPORACIÓN AUTÓNOMA REGIONAL DEL MAGDALENA - CORPOMAG"|Licencia ambiental|2767|2008-11-28|2038-11-28|2038-11-28|2022-06-25|16.0|658974.0|"44|CORPORACIÓN AUTÓNOMA REGIONAL DEL MAGDALENA - CORPOMAG"|2767|2008-11-28|2038-11-28|2016-01-01|2018-12-19
274|||||2021|||MAGDALENA-SAN SEBASTIAN DE BUENAVISTA|||0.0||43096|ADMINISTRACIÓN PUBLICA COOPERATIVA DE SERVICIOS PÚBLICOS DOMICILIARIOS DE SAN SEBASTIÁN DE BUENAVISTA|MAGDALENA|SAN SEBASTIAN DE BUENAVISTA|RELLENO SANITARIO LOCAL DE SAN SEBASTIAN DE BUENAVISTA|1544847692|2018-12-12|celda transitoria|-743535210|92580430.0|"29|MUNICIPIO"|"44|CORPORACIÓN AUTÓNOMA REGIONAL DEL MAGDALENA - CORPOMAG"|otro tipo de acto administrativo|5266|2018-12-12|2021-05-28|2021-05-28|2022-06-25|0.0|8000.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2018-12-12|2020-04-16
275|13.0|BOLIVAR|13001.0|CARTAGENA DE INDIAS|2021|Cabecera Municipal|926.747|BOLIVAR-CARTAGENA DE INDIAS|435031.8899999999|5810.471|0.013180382635687772|12527112.0|2690|BIOGER S.A.S. E.S.P.|BOLIVAR|CARTAGENA DE INDIAS|PARQUE AMBIENTAL BIOGER|1330313001|2019-05-01|Relleno sanitario|-755093343|102586913.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"48|CORPORACIÓN AUTÓNOMA REGIONAL DEL CANAL DEL DIQUE - CARDIQUE"|Licencia ambiental|616|2004-07-27|2024-07-27|2024-07-27|2022-06-25|2.0|250.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2019-05-02|2019-09-02
276|13.0|BOLIVAR|13001.0|CARTAGENA DE INDIAS|2021|Centros Poblados y Rural Disperso|117.179|BOLIVAR-CARTAGENA DE INDIAS|435031.8899999999|5810.471|0.013180382635687772|12527112.0|2690|BIOGER S.A.S. E.S.P.|BOLIVAR|CARTAGENA DE INDIAS|PARQUE AMBIENTAL BIOGER|1330313001|2019-05-01|Relleno sanitario|-755093343|102586913.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"48|CORPORACIÓN AUTÓNOMA REGIONAL DEL CANAL DEL DIQUE - CARDIQUE"|Licencia ambiental|616|2004-07-27|2024-07-27|2024-07-27|2022-06-25|2.0|250.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2019-05-02|2019-09-02
277|13.0|BOLIVAR|13001.0|CARTAGENA DE INDIAS|2021|Total|1.043.926|BOLIVAR-CARTAGENA DE INDIAS|435031.8899999999|5810.471|0.013180382635687772|12527112.0|2690|BIOGER S.A.S. E.S.P.|BOLIVAR|CARTAGENA DE INDIAS|PARQUE AMBIENTAL BIOGER|1330313001|2019-05-01|Relleno sanitario|-755093343|102586913.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"48|CORPORACIÓN AUTÓNOMA REGIONAL DEL CANAL DEL DIQUE - CARDIQUE"|Licencia ambiental|616|2004-07-27|2024-07-27|2024-07-27|2022-06-25|2.0|250.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2019-05-02|2019-09-02
278|20.0|CESAR|20060.0|BOSCONIA|2021|Cabecera Municipal|41.404|CESAR-BOSCONIA|12768.539999999997|29.96|0.002340899324139548|530820.0|2690|BIOGER S.A.S. E.S.P.|CESAR|BOSCONIA|RELLENO REGIONAL NOROCCIDENTE DEL CESAR|669120060|2014-01-07|Relleno sanitario|-739029510|99965620.0|"30|DEPARTAMENTO"|"57|CORPORACIÓN AUTÓNOMA REGIONAL DEL CESAR ¿ CORPOCESAR"|Licencia ambiental|144|2011-02-15|2041-02-15|2041-02-15|2022-06-25|18.0|28084.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-08-24
279|20.0|CESAR|20060.0|BOSCONIA|2021|Centros Poblados y Rural Disperso|2.831|CESAR-BOSCONIA|12768.539999999997|29.96|0.002340899324139548|530820.0|2690|BIOGER S.A.S. E.S.P.|CESAR|BOSCONIA|RELLENO REGIONAL NOROCCIDENTE DEL CESAR|669120060|2014-01-07|Relleno sanitario|-739029510|99965620.0|"30|DEPARTAMENTO"|"57|CORPORACIÓN AUTÓNOMA REGIONAL DEL CESAR ¿ CORPOCESAR"|Licencia ambiental|144|2011-02-15|2041-02-15|2041-02-15|2022-06-25|18.0|28084.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-08-24
280|20.0|CESAR|20060.0|BOSCONIA|2021|Total|44.235|CESAR-BOSCONIA|12768.539999999997|29.96|0.002340899324139548|530820.0|2690|BIOGER S.A.S. E.S.P.|CESAR|BOSCONIA|RELLENO REGIONAL NOROCCIDENTE DEL CESAR|669120060|2014-01-07|Relleno sanitario|-739029510|99965620.0|"30|DEPARTAMENTO"|"57|CORPORACIÓN AUTÓNOMA REGIONAL DEL CESAR ¿ CORPOCESAR"|Licencia ambiental|144|2011-02-15|2041-02-15|2041-02-15|2022-06-25|18.0|28084.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-08-24
281|||||2021|||META-LA MACARENA|||0.0||20013|EMPRESA DE SERVICIOS PUBLICOS DEL META S.A. E.S.P.|META|LA MACARENA|Puerta Roja|1379250350|2009-02-10|celda transitoria|-733261111|34755556.0|"29|MUNICIPIO"|"75|NO CUENTA CON PERMISO AMBIENTAL"|otro tipo de acto administrativo|2.6.09.0046|2009-01-26|2018-12-01|2018-12-01|2022-06-25|0.0|3600.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"|2.6.09.0046|2009-01-26|2018-12-01|2016-04-01|2021-10-07
282|20.0|CESAR|20011.0|AGUACHICA|2021|Cabecera Municipal|105.320|CESAR-AGUACHICA|29922.84|279.90999999999997|0.00926769913335706|1453680.0|2866|VEOLIA ASEO NORTE DE SANTANDER SAS ESP|CESAR|AGUACHICA|LAS BATEAS|30220011|2007-08-01|Relleno sanitario|-736526930|82893060.0|"28|EMPRESA OPERADORA"|"57|CORPORACIÓN AUTÓNOMA REGIONAL DEL CESAR ¿ CORPOCESAR"|Licencia ambiental|877|2015-07-21|2017-01-03|2017-01-03|2022-06-25|0.0|995017.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2016-06-15
283|20.0|CESAR|20011.0|AGUACHICA|2021|Centros Poblados y Rural Disperso|15.820|CESAR-AGUACHICA|29922.84|279.90999999999997|0.00926769913335706|1453680.0|2866|VEOLIA ASEO NORTE DE SANTANDER SAS ESP|CESAR|AGUACHICA|LAS BATEAS|30220011|2007-08-01|Relleno sanitario|-736526930|82893060.0|"28|EMPRESA OPERADORA"|"57|CORPORACIÓN AUTÓNOMA REGIONAL DEL CESAR ¿ CORPOCESAR"|Licencia ambiental|877|2015-07-21|2017-01-03|2017-01-03|2022-06-25|0.0|995017.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2016-06-15
284|20.0|CESAR|20011.0|AGUACHICA|2021|Total|121.140|CESAR-AGUACHICA|29922.84|279.90999999999997|0.00926769913335706|1453680.0|2866|VEOLIA ASEO NORTE DE SANTANDER SAS ESP|CESAR|AGUACHICA|LAS BATEAS|30220011|2007-08-01|Relleno sanitario|-736526930|82893060.0|"28|EMPRESA OPERADORA"|"57|CORPORACIÓN AUTÓNOMA REGIONAL DEL CESAR ¿ CORPOCESAR"|Licencia ambiental|877|2015-07-21|2017-01-03|2017-01-03|2022-06-25|0.0|995017.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2016-06-15
285|54.0|NORTE DE SANTANDER|54001.0|CUCUTA|2021|Cabecera Municipal|759.395|NORTE DE SANTANDER-CUCUTA|248299.50000000003|6763.86|0.02651835214591386|9454692.0|2866|VEOLIA ASEO NORTE DE SANTANDER SAS ESP|NORTE DE SANTANDER|CUCUTA|GUAYABAL|30154001|2001-04-23|Relleno sanitario|-725024060|80212340.0|"28|EMPRESA OPERADORA"|"59|CORPORACIÓN AUTONÓMA REGIONAL DE NORTE DE SANTANDER ¿ CORPONOR"|Licencia ambiental|450|2006-08-24|2025-09-18|2025-09-18|2022-06-25|3.0|10947599.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2016-06-15
286|54.0|NORTE DE SANTANDER|54001.0|CUCUTA|2021|Centros Poblados y Rural Disperso|28.496|NORTE DE SANTANDER-CUCUTA|248299.50000000003|6763.86|0.02651835214591386|9454692.0|2866|VEOLIA ASEO NORTE DE SANTANDER SAS ESP|NORTE DE SANTANDER|CUCUTA|GUAYABAL|30154001|2001-04-23|Relleno sanitario|-725024060|80212340.0|"28|EMPRESA OPERADORA"|"59|CORPORACIÓN AUTONÓMA REGIONAL DE NORTE DE SANTANDER ¿ CORPONOR"|Licencia ambiental|450|2006-08-24|2025-09-18|2025-09-18|2022-06-25|3.0|10947599.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2016-06-15
287|54.0|NORTE DE SANTANDER|54001.0|CUCUTA|2021|Total|787.891|NORTE DE SANTANDER-CUCUTA|248299.50000000003|6763.86|0.02651835214591386|9454692.0|2866|VEOLIA ASEO NORTE DE SANTANDER SAS ESP|NORTE DE SANTANDER|CUCUTA|GUAYABAL|30154001|2001-04-23|Relleno sanitario|-725024060|80212340.0|"28|EMPRESA OPERADORA"|"59|CORPORACIÓN AUTONÓMA REGIONAL DE NORTE DE SANTANDER ¿ CORPONOR"|Licencia ambiental|450|2006-08-24|2025-09-18|2025-09-18|2022-06-25|3.0|10947599.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2016-06-15
288|||||2021|||META-MAPIRIPAN|||0.0||20013|EMPRESA DE SERVICIOS PUBLICOS DEL META S.A. E.S.P.|META|MAPIRIPAN|La Mapiripana|1379350325|2008-07-25|celda transitoria|-721433611|29500833.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"75|NO CUENTA CON PERMISO AMBIENTAL"|otro tipo de acto administrativo|2.6.08.0433|2008-06-17|2018-12-01|2018-12-01|2022-06-25|0.0|1250.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"|2.6.08.0433|2008-06-17|2018-12-01|2016-04-01|2021-10-07
289|70.0|SUCRE|70215.0|COROZAL|2021|Cabecera Municipal|54.069|SUCRE-COROZAL|15108.039999999995|80.43|0.005295464256768459|862116.0|3304|SERVIASEO S.A.  E.S.P.|SUCRE|COROZAL|LA CANDELARIA|4170215|2003-04-01|Relleno sanitario|-752666860|93091480.0|"28|EMPRESA OPERADORA"|"52|CORPORACIÓN AUTÓNOMA REGIONAL DE SUCRE - CARSUCRE"|Licencia ambiental|890|2003-08-08|2023-08-08|2044-12-31|2022-06-25|22.0|2676434.45|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2016-06-02
290|70.0|SUCRE|70215.0|COROZAL|2021|Centros Poblados y Rural Disperso|17.774|SUCRE-COROZAL|15108.039999999995|80.43|0.005295464256768459|862116.0|3304|SERVIASEO S.A.  E.S.P.|SUCRE|COROZAL|LA CANDELARIA|4170215|2003-04-01|Relleno sanitario|-752666860|93091480.0|"28|EMPRESA OPERADORA"|"52|CORPORACIÓN AUTÓNOMA REGIONAL DE SUCRE - CARSUCRE"|Licencia ambiental|890|2003-08-08|2023-08-08|2044-12-31|2022-06-25|22.0|2676434.45|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2016-06-02
291|70.0|SUCRE|70215.0|COROZAL|2021|Total|71.843|SUCRE-COROZAL|15108.039999999995|80.43|0.005295464256768459|862116.0|3304|SERVIASEO S.A.  E.S.P.|SUCRE|COROZAL|LA CANDELARIA|4170215|2003-04-01|Relleno sanitario|-752666860|93091480.0|"28|EMPRESA OPERADORA"|"52|CORPORACIÓN AUTÓNOMA REGIONAL DE SUCRE - CARSUCRE"|Licencia ambiental|890|2003-08-08|2023-08-08|2044-12-31|2022-06-25|22.0|2676434.45|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2016-06-02
292|||||2021|||META-URIBE|||0.0||20013|EMPRESA DE SERVICIOS PUBLICOS DEL META S.A. E.S.P.|META|URIBE|VEREDA EL BRASIL|1379450370|2008-06-16|celda transitoria|-743343056|32343056.0|"29|MUNICIPIO"|"75|NO CUENTA CON PERMISO AMBIENTAL"|otro tipo de acto administrativo|2.6.08.0417|2008-06-09|2018-12-01|2018-12-01|2022-06-25|0.0|1680.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"|2.6.08.0417|2008-06-09|2018-12-01|2016-04-01|2021-10-07
293|||||2021|||NARINO-ANCUYA|||0.0||26753|EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE ACUEDUCTO ALCANTARILLADO Y ASEO DEL MUNICIPIO DE ANCUYA NARINO SAS ESP|NARINO|ANCUYA|RELLENO SANITARIO ANTANAS|360252036|2016-04-01|Relleno sanitario|-772613970|12767880.0|"31|OTRA PERSONA NATURAL O JURIDICA"|"70|CORPORACIÓN AUTÓNOMA REGIONAL DE NARIÑO - CORPONARIÑO"|Licencia ambiental|963|2009-11-23|2034-11-22|2034-11-22|2022-06-25|12.0|2500000.0|"70|CORPORACIÓN AUTÓNOMA REGIONAL DE NARIÑO - CORPONARIÑO"|963|2009-11-23|2034-11-22|2016-04-01|2016-12-01
294|||||2021|||NARINO-BARBACOAS|||0.0||29711|EMPRESA DE SERVICIOS PUBLICOS DE BARBACOAS S.A.S E.S.P|NARINO|BARBACOAS|RELLENO SANITARIO BARBACOAS|2117452079|2000-06-19|Relleno sanitario|-748976543|70009876.0|"29|MUNICIPIO"|"70|CORPORACIÓN AUTÓNOMA REGIONAL DE NARIÑO - CORPONARIÑO"|Licencia ambiental|357|2000-06-19|2023-06-19|2023-06-19|2022-06-25|0.0|170000.0|"70|CORPORACIÓN AUTÓNOMA REGIONAL DE NARIÑO - CORPONARIÑO"|357|2000-06-19|2023-06-19|2023-06-19|2021-05-03
295|||||2021|||NARINO-CUMBITARA|||0.0||25653|ADMINISTRACION PUBLICA COOPERATIVA DE AGUA POTABLE Y SANEAMIENTO BASICO DE CUMBITARA|NARINO|CUMBITARA|RELLENO SANITARIO DE CUMBITARA|1254852233|2011-05-24|Relleno sanitario|-773423200|13847700.0|"29|MUNICIPIO"|"70|CORPORACIÓN AUTÓNOMA REGIONAL DE NARIÑO - CORPONARIÑO"|Licencia ambiental|708|2014-09-25|2024-09-25|2034-09-25|2022-06-25|12.0|7650.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2017-03-01|2019-06-18
296|||||2021|||NARINO-IPIALES|||0.0||716|INSTITUTO DE SERVICIOS VARIOS DE IPIALES|NARINO|IPIALES|RELLENO SANITARIO LA VICTORIA|2005052356|2012-05-20|Relleno sanitario|-770439029|43546322.0|"29|MUNICIPIO"|"45|CORPORACIÓN AUTÓNOMA REGIONAL DE RISARALDA - CARDER"|Licencia ambiental|151|2012-03-22|2027-03-22|2027-03-22|2022-06-25|4.0|1254880.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2019-10-01|2021-03-09
297|||||2021|||NARINO-ROBERTO PAYAN|||0.0||20213|MUNICIPIO DE ROBERTO PAYAN|NARINO|ROBERTO PAYAN|BOTADERO A CIELO ABIERTO|648452621|2008-12-22|botadero a cielo abierto|-782443333|16963222.0|"29|MUNICIPIO"|"75|NO CUENTA CON PERMISO AMBIENTAL"||||||2022-06-25||0.0|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-01-01|2017-08-15
298|15.0|BOYACA|15001.0|TUNJA|2021|Cabecera Municipal|172.804|BOYACA-TUNJA|56966.51999999999|4059.26|0.06651713423408928|2166816.0|21785|URBASER TUNJA S.A.  E.S.P.|BOYACA|TUNJA|RELLENO SANITARIO PARQUE AMBIENTAL PIRGUA|624215001|2015-09-23|Relleno sanitario|-733215609|55752721.0|"28|EMPRESA OPERADORA"|"51|CORPORACIÓN AUTÓNOMA REGIONAL DE BOYACÁ - CORPOBOYACA"|Licencia ambiental|2752|2010-10-01|2056-03-20|2061-03-12|2022-06-25|38.0|2447206.54|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-07-27
299|15.0|BOYACA|15001.0|TUNJA|2021|Centros Poblados y Rural Disperso|7.764|BOYACA-TUNJA|56966.51999999999|4059.26|0.06651713423408928|2166816.0|21785|URBASER TUNJA S.A.  E.S.P.|BOYACA|TUNJA|RELLENO SANITARIO PARQUE AMBIENTAL PIRGUA|624215001|2015-09-23|Relleno sanitario|-733215609|55752721.0|"28|EMPRESA OPERADORA"|"51|CORPORACIÓN AUTÓNOMA REGIONAL DE BOYACÁ - CORPOBOYACA"|Licencia ambiental|2752|2010-10-01|2056-03-20|2061-03-12|2022-06-25|38.0|2447206.54|"92|NO CUENTA CON PERMISO DE VERTIMIENTO DE LIXIVIADOS"||||2016-04-01|2017-07-27
